gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureCategory_Loyal,TenureCategory_New
1,0,0,0,-0.7073594915983407,1,0,-1.5053176599945715,-0.8730038898922686,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,1,0,0.7178532386027215,0,1,-0.6744931417572747,-0.0412549961640365,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1,0,1,0,-0.4223169455581282,1,1,1.3194857020122377,-0.0447868386002498,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,-1.0331224013585834,1,1,-0.17599843081489655,-0.8443076700980355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
0,0,1,0,0.5549717837226001,0,1,-0.7077261224867666,-0.1211629312833624,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,1,0,-0.9109613101984924,1,1,0.455428203045449,-0.6694814695054773,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,1,0.5142514200025698,0,0,-0.44186227665083155,-0.007702493020010149,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,1,1,1.4508197855632678,1,1,0.455428203045449,1.347200561572317,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0
0,0,1,1,-0.5037576729981889,1,0,-1.4720846792650797,-0.8231166154807558,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1,0,0,0,-1.2774445836787656,0,0,-1.3391527563471122,-0.9966183751597342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,1,1.1657772395230555,1,0,-1.4720846792650797,-0.43108210506107947,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,0,1,0,-0.8702409464784621,1,1,1.0536218561763027,-0.46772497033679244,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,-1.1145631287986442,1,1,1.0536218561763027,-0.8072233245177959,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
1,0,0,0,-1.1145631287986442,0,0,-0.8074250646752421,-0.9087637945589283,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
1,1,1,0,-1.1552834925186746,1,1,0.18956435720951403,-0.8835994172009085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0.025607055362205634,1,1,0.7877580103403677,0.32914697933383336,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,0,1,1,-1.2774445836787656,1,0,-1.5053176599945715,-0.9988257766823675,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
1,0,1,1,0.3920903288424788,1,0,-1.5053176599945715,-0.6244504784437577,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1,0,0,0,-1.2774445836787656,1,1,0.15633137648002218,-0.9767517614560343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,-0.9516816739185228,1,1,-1.5385506407240634,-0.9255400461309414,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
0,0,1,0,0.47353105628253944,1,1,-0.10953246935591282,0.19449548645320128,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,1,0,1.5729808767233588,1,1,1.020388875446811,1.9537944999919512,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,1,0,1.0843365120829946,1,0,-1.5385506407240634,-0.5405692205836917,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,1,-0.6744931417572747,-0.9877887690692009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,-1.2774445836787656,1,1,-0.5083282381098153,-0.9855813675465676,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,1,-1.1960038562387048,1,1,-0.009833527167437194,-0.9290718885671547,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,1,1,1.5322605130033284,1,1,0.8542239717993515,1.74629875686442,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,1,1,1.6137012404433893,1,0,-1.5053176599945715,-0.4235769398841262,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0,1,1,-0.8295205827584317,1,0,-1.4720846792650797,-0.9083223142544016,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0.18848851024232702,1,0,1.1200878176352864,0.5269301557617782,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,0,1,1,1.6137012404433893,1,1,1.286252721282746,2.2429640994569153,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
1,0,1,1,1.2064976032430856,1,0,1.4524176249302052,2.0058891759260975,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1,1,0,0,-1.2367242199587352,1,0,-1.5053176599945715,-0.9908791312008876,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
0,1,1,0,-1.2774445836787656,1,0,-0.608027180298291,-0.9869058084601475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,-0.6666391278783103,1,0,-0.17599843081489655,-0.5555795509375983,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,-1.0331224013585834,1,1,0.32249628012748155,-0.7683730577194496,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,-0.38159658183809786,1,1,-1.5053176599945715,-0.7961863169046294,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,-0.13727439951791576,1,1,0.3889622415864653,-0.02933502794181661,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,0.9214550572028734,1,1,-1.3059197756176202,-0.3944392397853665,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,0,0,0,-1.2774445836787656,1,0,0.6548260874224002,-0.9701295568881344,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0,0,0,-0.9109613101984924,1,0,-1.3059197756176202,-0.8964023460321817,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,0,1,1,-0.7888002190384014,1,0,-1.4720846792650797,-0.8871312596371218,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1,1,1,0,1.369379058123207,1,1,1.4191846442007134,2.1056637247491232,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
0,0,1,1,1.4915401492832983,1,1,0.9539229139878271,1.8173770858932126,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0.880734693482843,1,1,1.3194857020122377,1.4849424165846357,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,0.47353105628253944,1,1,-0.47509525738032343,-0.06288753108584295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,-0.5444780367182193,1,1,0.987155894717319,-0.23020856650144805,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,-1.2774445836787656,1,0,-0.6412601610277828,-0.9873472887646743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,1,0,1.247217966963116,1,1,1.253019740553254,1.837685179901439,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
0,1,1,0,0.22920887396235737,1,1,0.32249628012748155,0.25939309121862064,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-0.3408762181180675,0,1,-0.47509525738032343,-0.43858727023803273,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
0,0,1,1,1.6137012404433893,0,1,-0.3753963151918478,0.7375162610209961,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0
1,0,1,0,0.47353105628253944,0,0,-0.3421633344623559,0.04792402535034932,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
0,1,0,0,-0.9924020376385531,1,0,1.2197867598237622,-0.6628592649375773,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1,0,0,0,-0.7888002190384014,1,1,0.5218941645044328,-0.5622017555054982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,-0.9924020376385531,1,1,-1.4720846792650797,-0.9454066598346412,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,1.247217966963116,1,1,1.518883586389189,1.952911539382898,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,1,0,0.3920903288424788,1,1,0.987155894717319,0.7648880399016492,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,1.1657772395230555,0,0,-0.7077261224867666,0.18301699853550804,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
0,0,1,1,1.5729808767233588,1,0,1.1865537790942702,2.1533435976380026,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
0,0,1,1,-0.62591876415828,1,0,1.1200878176352864,-0.2549314635549411,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
0,1,1,0,0.7178532386027215,1,1,0.7877580103403677,0.920730587399561,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0,0,1,0.3106496014024181,1,1,-0.009833527167437194,0.0788276466672157,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,0.26992923768238775,0,1,-0.8074250646752421,-0.34764232750554025,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,1.6137012404433893,1,0,-1.3059197756176202,-0.1834116542216218,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
1,0,0,0,-1.2774445836787656,1,0,-0.47509525738032343,-0.9851398872420409,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,1,1,0.35136996512244845,1,0,0.455428203045449,0.3728535294819729,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,-1.1145631287986442,1,1,0.18956435720951403,-0.8540202367976222,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1
0,0,0,0,0.5549717837226001,1,0,0.4886611837749409,0.5790248316959243,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,-0.055833672077855064,1,0,1.3194857020122377,0.40773047353957925,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,1,0,0.9621754209229036,1,1,1.1200878176352864,1.3193873023871372,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0
1,1,1,0,-0.21871512695797646,0,0,-1.139754871970161,-0.6518222573244107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0,1.5729808767233588,1,1,1.3859516634712215,2.358190458938374,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,1,1,-0.2594354906780068,0,0,-0.8738910261342259,-0.554696590328545,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,-0.9109613101984924,1,1,0.2560303186684978,-0.6566785406742041,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0,-1.2774445836787656,1,0,-1.5053176599945715,-0.9988257766823675,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
1,0,0,0,0.3920903288424788,1,1,-1.5053176599945715,-0.6368119269705041,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,1,1,0,1.0436161483629645,1,1,1.1865537790942702,1.5308563682554086,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,0,1,1,-0.30015585439803716,1,0,-1.3059197756176202,-0.7290813106165767,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
1,0,1,1,0.6771328748826912,0,1,-0.44186227665083155,0.11458755133387535,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
1,1,0,0,0.47353105628253944,1,0,0.28926329939798967,0.3710876082638663,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,-0.5851984004382496,1,1,1.1533207983647784,-0.23815521198292797,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,0.758573602322752,0,1,-0.27569737300337216,0.28544042918569373,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
0,0,1,0,-1.1552834925186746,1,0,-1.4720846792650797,-0.9723369584107677,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,1,0,1.6137012404433893,0,1,-0.009833527167437194,1.0416961908398665,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,0,0,0.18848851024232702,1,0,0.8874569525288434,0.48587248744079853,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1.5322605130033284,1,1,1.6185825285776645,2.3983651666503003,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,1,1,0.025607055362205634,1,0,0.7877580103403677,0.26778121700462726,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,0.47353105628253944,1,0,-0.27569737300337216,0.060726954181622536,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,-0.5037576729981889,1,1,0.6548260874224002,-0.236830771069348,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,-1.2774445836787656,1,0,-1.4720846792650797,-0.9983842963778408,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
0,0,1,0,-0.4223169455581282,1,1,0.15633137648002218,-0.32115350923394054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,1.125056875803025,1,1,-1.5053176599945715,-0.5202611265754653,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,0,0,0,-0.8702409464784621,1,1,0.3889622415864653,-0.6376948875795575,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,1.5729808767233588,0,1,-0.10953246935591282,0.8955662100415414,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,0,0,0.3920903288424788,1,0,0.28926329939798967,0.38786385983587945,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
0,0,1,1,-1.1960038562387048,1,1,0.15633137648002218,-0.9034660309046083,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,0.06632741908223598,1,1,0.455428203045449,0.1613844636137016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,-0.8295205827584317,1,0,-1.5053176599945715,-0.8924290232914418,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
0,0,0,0,-0.38159658183809786,1,0,-0.30893035373286404,-0.4213695383614929,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,0.7992939660427822,1,0,-1.3391527563471122,-0.41960361714338623,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
1,0,0,0,-0.6666391278783103,1,1,0.987155894717319,-0.35249861085533357,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,0,1,0,1.3286586944031769,1,1,0.8874569525288434,1.6151791064200012,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.1552834925186746,1,1,0.5218941645044328,-0.8641742838017353,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,0,-1.1960038562387048,1,1,0.18956435720951403,-0.9153859991268283,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,1,-0.21871512695797646,1,0,-1.3391527563471122,-0.6712473907235839,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
1,0,0,0,0.3106496014024181,1,1,0.8209909910698596,0.5326693997206248,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
0,0,1,1,-0.748079855318371,1,1,-1.5053176599945715,-0.8871312596371218,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,1,1,1.5322605130033284,1,0,0.4886611837749409,1.5282074864282487,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,0.10704778280226633,1,1,0.15633137648002218,0.07043952088120911,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0,0,1,1.2879383306831464,1,1,1.1533207983647784,1.71716105676566,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1,1,0,0,-1.2774445836787656,1,0,-1.4720846792650797,-0.9983842963778408,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
1,1,1,0,-0.5444780367182193,0,1,-1.0068229490521934,-0.7524797667564898,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,0.025607055362205634,1,1,0.5218941645044328,0.16535778635444154,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,-1.0738427650786138,1,1,-1.4720846792650797,-0.9599755098840211,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
0,0,0,0,-0.7888002190384014,1,1,-1.4720846792650797,-0.8919875429869151,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0.3920903288424788,1,1,0.455428203045449,0.48189916470005856,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,0,0,0.6364125111626608,1,1,0.28926329939798967,0.5737270680416043,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,1,1.2879383306831464,1,0,0.5551271452339247,1.2597874612760378,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,1,0,-0.015113308357824713,1,1,0.32249628012748155,0.009515238856529688,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,-0.62591876415828,1,1,-0.30893035373286404,-0.5935468571268913,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,1,-1.2367242199587352,1,0,-1.4720846792650797,-0.9886717296782542,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
1,1,1,0,1.5729808767233588,1,0,-1.3059197756176202,-0.21740563767017484,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,0,0,0,0.6364125111626608,1,1,1.4191846442007134,1.2536067370126647,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,1,0,0,-1.2774445836787656,0,0,-1.3059197756176202,-0.9961768948552074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,1,0,1.6137012404433893,1,1,0.6880590681518921,1.7418839538191533,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
1,1,0,0,0.26992923768238775,1,0,0.8542239717993515,0.49955837688112503,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,-0.8702409464784621,1,1,1.0868548369057947,-0.519378165966412,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,1,0,-1.1960038562387048,1,1,0.35572926085697343,-0.8941949445095484,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,-0.4223169455581282,1,0,0.8209909910698596,-0.16531096173602866,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,1,1,0,-1.1145631287986442,1,1,0.32249628012748155,-0.8597594807564688,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,1.6137012404433893,0,1,-0.5083282381098153,0.5732855877370777,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
0,1,1,1,0.3106496014024181,1,1,0.987155894717319,0.5997744060086775,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,-0.38159658183809786,1,1,1.0536218561763027,-0.08672746753028274,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0,1,1,1.5729808767233588,1,0,-1.3391527563471122,-0.20813455127511493,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0,0,0,-0.748079855318371,1,0,0.35572926085697343,-0.554696590328545,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,-1.1552834925186746,1,0,0.32249628012748155,-0.871237968674162,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,-0.4223169455581282,1,1,0.6548260874224002,-0.1882679375714151,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,-0.62591876415828,1,0,0.5218941645044328,-0.413422892880013,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-0.4223169455581282,1,1,-0.30893035373286404,-0.48052789916806565,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0.6771328748826912,0,1,-0.840658045404734,-0.19577310274836837,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,1,0,-0.7888002190384014,1,1,1.253019740553254,-0.4072421686166397,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,-0.21871512695797646,1,0,-0.47509525738032343,-0.3842851927812532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,1.5729808767233588,1,1,1.4856506056596972,2.374966710510387,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,1,1,0.5956921474426305,0,0,-0.8074250646752421,-0.21519823614754152,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0,-0.9109613101984924,1,0,0.4886611837749409,-0.655354099760624,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0.880734693482843,0,0,-0.6744931417572747,0.038652938955289415,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,1,1,1.6137012404433893,1,1,1.7182814707661402,2.7643523391029037,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,0,0,-0.9109613101984924,1,1,-1.5053176599945715,-0.9198008021720948,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
1,0,0,1,-0.9109613101984924,1,1,-1.5053176599945715,-0.9105297157770349,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1.4100994218432374,0,0,-0.7077261224867666,0.3600506006506997,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
0,1,1,1,1.125056875803025,1,1,0.32249628012748155,0.960022334502434,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
1,0,1,1,1.4915401492832983,1,1,1.3859516634712215,2.198374588699722,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,0,0,-0.5444780367182193,1,1,-0.6412601610277828,-0.625333439052811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.13727439951791576,1,1,0.05663243429154655,-0.16310356021339534,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,1,1.4100994218432374,1,0,-1.2726867948881284,-0.26199514842736776,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
1,1,0,0,1.2064976032430856,1,1,1.518883586389189,2.1065466853581767,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
0,0,1,0,-0.9516816739185228,1,0,-0.47509525738032343,-0.8014840805589493,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
